Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime
2004-10-17,12:00:00,3.17126,959.75,275,6.79885,848,489.954,865.5,125.506,1305.25,700.75,21.6,39.85,1.01564,2004-10-17 12:00:00
2004-10-17,13:00:00,3.19138,1016.5,275,11.1446,1019.5,492.086,744.25,126.052,1478,752.25,21.6,40.45,1.03093,2004-10-17 13:00:00
2004-10-17,14:00:00,3.21149,979,275,12.2069,1056.75,494.218,700.5,126.598,1473.25,760,22.05,37.3,0.976823,2004-10-17 14:00:00
2004-10-17,15:00:00,3.23161,842.5,275,4.68772,747.5,496.351,998.75,127.144,1179.25,505.25,22.125,35.175,0.925344,2004-10-17 15:00:00
2004-10-17,16:00:00,3.25172,877.25,275,5.11617,769.25,498.483,961.5,127.69,1212.25,528.75,22.375,36.025,0.962071,2004-10-17 16:00:00
2004-10-17,17:00:00,3.27184,1052.5,275,12.6536,1072,500.615,733,128.236,1494.5,831.75,20.925,40.325,0.986566,2004-10-17 17:00:00
2004-10-17,18:00:00,3.29195,1046.5,275,11.6456,1037.25,502.747,749,128.782,1429,904.25,19.825,41.475,0.9489,2004-10-17 18:00:00
2004-10-17,19:00:00,3.31207,1105.25,275,12.7127,1074,504.879,712.25,129.328,1457.25,1049.75,18.225,46,0.953775,2004-10-17 19:00:00
2004-10-17,20:00:00,3.33218,1008.25,275,9.73119,967.5,507.011,783,129.874,1348.25,999.5,17.275,50.325,0.983713,2004-10-17 20:00:00
2004-10-17,21:00:00,3.3523,974.75,275,7.80239,891,509.144,813.75,130.42,1361,911,15.8,57.625,1.02709,2004-10-17 21:00:00
2004-10-17,22:00:00,3.37241,954.25,275,6.84421,850,511.276,839.5,130.966,1320.75,857.75,15.45,59.725,1.04131,2004-10-17 22:00:00
2004-10-17,23:00:00,3.39253,986.75,275,8.12342,904.25,513.408,807.75,131.511,1344.25,902.75,15.45,60.65,1.05744,2004-10-17 23:00:00
2004-10-18,00:00:00,3.41264,880,275,5.42092,784.25,515.54,921.75,132.057,1251.75,781,15.8,59.9,1.06764,2004-10-18 00:00:00
2004-10-18,01:00:00,3.43276,855.5,275,4.38279,731.5,517.672,988.25,132.603,1247.25,714.25,14.75,64.325,1.07298,2004-10-18 01:00:00
2004-10-18,02:00:00,3.45287,787.5,275,2.41175,613.5,519.805,1115.5,133.149,1176.75,625.25,14.75,64.675,1.07882,2004-10-18 02:00:00
2004-10-18,03:00:00,3.47299,760.25,275,1.62524,555,521.937,1225.75,133.695,1157.5,567.75,13.75,67.6,1.05815,2004-10-18 03:00:00
2004-10-18,04:00:00,3.4931,776.75,275,1.81428,570,524.069,1190.75,134.241,1167,615.5,14.5,65,1.06719,2004-10-18 04:00:00
2004-10-18,05:00:00,3.51322,825.25,275,3.13698,660.5,526.201,1074.25,134.787,1207.25,709.75,13.975,67.4,1.07026,2004-10-18 05:00:00
2004-10-18,06:00:00,3.53333,1011,275,9.20301,947.25,528.333,758.5,135.333,1424.75,952.5,12.6,73.575,1.06989,2004-10-18 06:00:00
2004-10-18,07:00:00,3.55345,1236.5,275,20.8175,1319,530.466,575.5,135.879,1740.75,1270.5,13.3,70.425,1.07112,2004-10-18 07:00:00
2004-10-18,08:00:00,3.57356,1298.25,275,26.7679,1473.25,532.598,513.5,136.425,1884.25,1447.25,14.45,65.825,1.07731,2004-10-18 08:00:00
2004-10-18,09:00:00,3.59368,1153,275,17.6694,1229.75,534.73,615.75,136.971,1564.5,1295.75,16.775,57.775,1.09467,2004-10-18 09:00:00
2004-10-18,10:00:00,3.61379,1101,275,14.2281,1124,536.862,645.5,137.517,1520.75,1217.25,19.725,49.25,1.11991,2004-10-18 10:00:00
2004-10-18,11:00:00,3.63391,1214.5,275,16.7524,1202.5,538.994,599.25,138.063,1663.75,1341.25,21.1,47.15,1.16586,2004-10-18 11:00:00
2004-10-18,12:00:00,3.65402,1162.5,275,15.9865,1179.25,541.126,607.75,138.609,1640.5,1179.5,22.225,43.175,1.14266,2004-10-18 12:00:00
2004-10-18,13:00:00,3.67414,1284.5,275,19.8598,1292.5,543.259,548.75,139.155,1797,1364.75,21.45,47.225,1.19274,2004-10-18 13:00:00
2004-10-18,14:00:00,3.69425,1288.25,275,18.4596,1252.75,545.391,537,139.701,1763,1410.25,19.875,55.35,1.27022,2004-10-18 14:00:00
2004-10-18,15:00:00,3.71437,1362.25,275,21.368,1334,547.523,512,140.247,1862.25,1529.25,20.325,54.025,1.27436,2004-10-18 15:00:00
2004-10-18,16:00:00,3.73448,1404.5,275,22.7711,1371.5,549.655,497,140.793,1882.75,1573.25,19.975,56.525,1.30514,2004-10-18 16:00:00
2004-10-18,17:00:00,3.7546,1610.25,275,36.5064,1697,551.787,406.75,141.339,2286.5,1810.25,19.725,57.775,1.31376,2004-10-18 17:00:00
2004-10-18,18:00:00,3.77471,1612.25,275,38.7731,1745.25,553.92,397.5,141.885,2357.25,1834.25,19.3,59.025,1.30766,2004-10-18 18:00:00
2004-10-18,19:00:00,3.79483,1520,275,32.3028,1604,556.052,436,142.431,2161,1672,18.5,60.25,1.27065,2004-10-18 19:00:00
2004-10-18,20:00:00,3.81494,1489.25,275,29.2844,1534,558.184,443.5,142.977,2079.5,1686,17.825,66.3,1.34104,2004-10-18 20:00:00
2004-10-18,21:00:00,3.83506,1181,275,14.2359,1124.25,560.316,596.5,143.523,1606,1301.75,17.625,65.95,1.3175,2004-10-18 21:00:00
2004-10-18,22:00:00,3.85517,994.5,275,7.96524,897.75,562.448,761,144.069,1408.5,1023.25,17.55,63.475,1.26216,2004-10-18 22:00:00
2004-10-18,23:00:00,3.87529,998.25,275,7.41035,874.5,564.58,778.75,144.615,1379.5,991.75,16.475,67.175,1.24911,2004-10-18 23:00:00
2004-10-19,00:00:00,3.8954,983.75,275,7.16537,864,566.713,787.75,145.161,1370.75,960,16.15,69.1,1.259,2004-10-19 00:00:00
2004-10-19,01:00:00,3.91552,1022,275,7.9713,898,568.845,745.5,145.707,1413.5,955.25,14.875,74.725,1.25636,2004-10-19 01:00:00
2004-10-19,02:00:00,3.93563,950.75,275,6.50155,834.75,570.977,787.5,146.253,1354.25,887.25,14.1,76.675,1.22727,2004-10-19 02:00:00
2004-10-19,03:00:00,3.95575,909.75,275,5.19165,773,573.109,841.5,146.799,1302.5,850.75,14.025,76.6,1.22023,2004-10-19 03:00:00
2004-10-19,04:00:00,3.97586,931.75,275,5.5813,792,575.241,818.25,147.345,1322.75,903,14.875,73.75,1.23997,2004-10-19 04:00:00
2004-10-19,05:00:00,3.99598,974.25,275,7.04995,859,577.374,772.25,147.891,1382.75,954,15.225,73.125,1.25697,2004-10-19 05:00:00
2004-10-19,06:00:00,4.01609,1116.5,275,11.4681,1031,579.506,668.75,148.437,1527.5,1106.75,15.225,73.45,1.26256,2004-10-19 06:00:00
2004-10-19,07:00:00,4.03621,1367,275,21.692,1342.75,581.638,516.75,148.983,1851.75,1441.75,15.2,74.725,1.28245,2004-10-19 07:00:00
2004-10-19,08:00:00,4.05632,1582.75,275,37.8618,1726,583.77,404,149.529,2316.25,1818,15.8,71.7,1.27796,2004-10-19 08:00:00
2004-10-19,09:00:00,4.07644,1525.75,275,30.0592,1552.25,585.902,440.5,150.075,2073.75,1802,16.625,68.35,1.28295,2004-10-19 09:00:00
2004-10-19,10:00:00,4.09655,1399,275,24.4754,1415.75,588.034,485.25,150.621,1894,1670.5,17.575,64.9,1.29251,2004-10-19 10:00:00
2004-10-19,11:00:00,4.11667,1436.25,275,25.2431,1435.25,590.167,479.25,151.167,1910.5,1709.75,18.325,63.8,1.33105,2004-10-19 11:00:00
2004-10-19,12:00:00,4.13678,1454.75,275,26.5347,1467.5,592.299,474.25,151.713,1945,1745.75,19.425,61.15,1.36517,2004-10-19 12:00:00
2004-10-19,13:00:00,4.1569,1310.5,275,19.6368,1286.25,594.431,544.25,152.259,1760.25,1495.25,20.9,58.1,1.41928,2004-10-19 13:00:00
2004-10-19,14:00:00,4.17701,1174.25,275,13.4083,1097.25,596.563,640.25,152.805,1596.25,1203.25,22.025,53.975,1.41138,2004-10-19 14:00:00
2004-10-19,15:00:00,4.19713,1242,275,15.2998,1158,598.695,602,153.351,1682,1252.33,22.7667,52.9667,1.44817,2004-10-19 15:00:00
2004-10-19,16:00:00,4.21724,1266.75,275,15.0844,1151.25,600.828,592.75,153.897,1670.5,1527.5,21.7,57.55,1.47564,2004-10-19 16:00:00
2004-10-19,17:00:00,4.23736,1401,275,21.0553,1325.5,602.96,529.5,154.443,1886.5,1629.25,21.3,60.75,1.52046,2004-10-19 17:00:00
2004-10-19,18:00:00,4.25747,1428,275,23.583,1392.75,605.092,490.25,154.989,1975.5,1607.75,21.15,61.725,1.53088,2004-10-19 18:00:00
2004-10-19,19:00:00,4.27759,1477.5,275,25.7205,1447.25,607.224,473.75,155.534,2017,1663.75,21.2,62.2,1.54735,2004-10-19 19:00:00
2004-10-19,20:00:00,4.2977,1518,275,27.1551,1482.75,609.356,454,156.08,2098.25,1665.75,20.775,65.1,1.57825,2004-10-19 20:00:00
2004-10-19,21:00:00,4.31782,1467.75,275,24.4266,1414.5,611.489,470.25,156.626,1985.25,1594,19.925,68.975,1.58775,2004-10-19 21:00:00
2004-10-19,22:00:00,4.33793,1369.25,275,20.3182,1305.25,613.621,512.75,157.172,1851.25,1421,18.75,73.7,1.57846,2004-10-19 22:00:00
2004-10-19,23:00:00,4.35805,1244,275,14.7598,1141,615.753,571.25,157.718,1670.75,1336.75,19.225,71.3,1.57235,2004-10-19 23:00:00
2004-10-20,00:00:00,4.37816,1216.75,275,12.809,1077.25,617.885,602.75,158.264,1628,1269.5,18.975,71.6,1.55488,2004-10-20 00:00:00
2004-10-20,01:00:00,4.39828,1102.75,275,10.0367,979,620.017,665.5,158.81,1520,1156,19.45,69.75,1.55956,2004-10-20 01:00:00
2004-10-20,02:00:00,4.41839,1117.5,275,9.28693,950.5,622.149,674.5,159.356,1508.75,1124.25,19.4,70.1,1.56258,2004-10-20 02:00:00
2004-10-20,03:00:00,4.43851,1087.25,275,9.28046,950.25,624.282,684.25,159.902,1519,1048.5,18.425,74.475,1.56339,2004-10-20 03:00:00
2004-10-20,04:00:00,4.45862,1069.25,275,8.7946,931.25,626.414,688.25,160.448,1507.5,1043.5,18.725,73.425,1.57015,2004-10-20 04:00:00
2004-10-20,05:00:00,4.47874,1111.75,275,10.2045,985.25,628.546,645,160.994,1544,1108.5,18.4,74.575,1.56307,2004-10-20 05:00:00
2004-10-20,06:00:00,4.49885,1196.25,275,13.0548,1085.5,630.678,594,161.54,1659,1223.5,18.475,74.375,1.56612,2004-10-20 06:00:00
2004-10-20,07:00:00,4.51897,1522.25,275,26.1011,1456.75,632.81,457.75,162.086,2042.75,1611,18.85,73.025,1.57367,2004-10-20 07:00:00
2004-10-20,08:00:00,4.53908,1715.25,275,37.9325,1727.5,634.943,371,162.632,2375.75,2003.5,19.875,69.875,1.60356,2004-10-20 08:00:00
2004-10-20,09:00:00,4.5592,1582,275,26.1916,1459,637.075,447.75,163.178,2035.5,1776,21.3,66.15,1.65561,2004-10-20 09:00:00
2004-10-20,10:00:00,4.57931,1494.25,275,23.0563,1379,639.207,466.5,163.724,1964.5,1722.5,23,61.8,1.71348,2004-10-20 10:00:00
2004-10-20,11:00:00,4.59943,1631,275,26.0409,1455.25,641.339,437.75,164.27,2026.75,1915.5,22.4,64.575,1.72711,2004-10-20 11:00:00
2004-10-20,12:00:00,4.61954,1650,275,28.1126,1506,643.471,423.5,164.816,2092.5,1955.25,23.75,59.925,1.7376,2004-10-20 12:00:00
2004-10-20,13:00:00,4.63966,1640.25,275,27.9779,1502.75,645.603,430.75,165.362,2093.75,1894.25,24.7,56.95,1.74718,2004-10-20 13:00:00
2004-10-20,14:00:00,4.65977,1589,275,24.5635,1418,647.736,451.5,165.908,2015.25,1823,25.4,55.075,1.76096,2004-10-20 14:00:00
2004-10-20,15:00:00,4.67989,1537.5,275,22.3932,1361.5,649.868,472.75,166.454,1924.25,1792.75,25.65,54.5,1.76841,2004-10-20 15:00:00
2004-10-20,16:00:00,4.7,1597.25,275,30.9397,1572.75,652,424,167,2306.75,1956.25,24.775,57.65,1.77652,2004-10-20 16:00:00
2004-10-20,17:00:00,8,1883.75,275,43.68,1845.75,895,348,194,2594.5,2203,24.625,58.95,1.80052,2004-10-20 17:00:00
2004-10-20,18:00:00,7.7,1834.5,275,39.9584,1770,826,358.25,172,2474.25,2073,23.9,61.825,1.80878,2004-10-20 18:00:00
2004-10-20,19:00:00,6.8,1758.5,275,35.9171,1684.25,648,373.25,134,2378.25,1922.75,23.05,65.875,1.83194,2004-10-20 19:00:00
2004-10-20,20:00:00,6,1665.5,275,30.0912,1553,629,409.25,130,2169.75,1779.5,22.45,67.7,1.81614,2004-10-20 20:00:00
2004-10-20,21:00:00,4.7,1506,275,22.3274,1359.75,529,458,113,1943.5,1608.5,22,69.175,1.80612,2004-10-20 21:00:00
2004-10-20,22:00:00,3.4,1378,275,17.6524,1229.25,405,510.75,99,1819.5,1466.25,21.75,69.6,1.79002,2004-10-20 22:00:00
2004-10-20,23:00:00,3.9,1447.75,275,19.5212,1283,461,495.75,109,1877.25,1503.75,21.875,68.3,1.76989,2004-10-20 23:00:00
2004-10-21,00:00:00,4.4,1480.75,275,22.2898,1358.75,486,467.25,105,1956.5,1518,21.7,69.7,1.78718,2004-10-21 00:00:00
2004-10-21,01:00:00,3.3,1289,275,15.38,1160.5,335,552,91,1765.25,1289,21.275,70.325,1.75744,2004-10-21 01:00:00
2004-10-21,02:00:00,2,1109,275,9.30634,951.25,210,663.75,77,1569.75,1075.5,20.8,71.725,1.7415,2004-10-21 02:00:00
2004-10-21,03:00:00,1.5,994.25,275,5.99901,811.75,154.5,784,68,1452.5,946.75,21.45,68.975,1.74206,2004-10-21 03:00:00
2004-10-21,04:00:00,1.15,1015,275,6.60188,839.25,99,753.5,59,1473,969.5,21.45,69.35,1.75154,2004-10-21 04:00:00
2004-10-21,05:00:00,0.8,965.75,275,5.14128,770.5,149,829.5,60,1420,899.75,21.35,69.5,1.74473,2004-10-21 05:00:00
2004-10-21,06:00:00,1.3,1088.25,275,8.80092,931.5,203,705.75,72,1565,1034.25,21.475,67.525,1.70802,2004-10-21 06:00:00
2004-10-21,07:00:00,2.7,1303,275,16.5864,1197.5,332,578,83,1790.75,1234.75,21.925,64.75,1.68296,2004-10-21 07:00:00
2004-10-21,08:00:00,3.6,1440.25,275,24.3387,1412.25,446,493.75,104,2016,1455,22.625,61.4,1.66454,2004-10-21 08:00:00
2004-10-21,09:00:00,3.6,1392,275,20.5808,1312.5,524,517.25,119,1865.75,1477.5,22.575,61.55,1.66361,2004-10-21 09:00:00
2004-10-21,10:00:00,2.6,1248,275,15.581,1166.75,347,572.25,105,1703.75,1393,25.475,52.3,1.67964,2004-10-21 10:00:00
2004-10-21,11:00:00,2,1197,275,12.2433,1058,273,633.5,91,1626,1237,26.975,47.625,1.67001,2004-10-21 11:00:00
2004-10-21,12:00:00,3.3,1357.25,275,17.6609,1229.5,404,542.25,103,1834,1372.5,25.2,53.275,1.68344,2004-10-21 12:00:00
2004-10-21,13:00:00,2.6,1263.25,275,14.8229,1143,358,577.5,107,1735.5,1310,26.55,49.325,1.68723,2004-10-21 13:00:00
2004-10-21,14:00:00,2.1,1261.25,275,14.9812,1148,312,584.5,111,1732.75,1287,27.15,48.475,1.71723,2004-10-21 14:00:00
2004-10-21,15:00:00,2.9,1381.75,275,16.661,1199.75,369,538.75,101,1807.25,1413,26.95,50,1.75073,2004-10-21 15:00:00
2004-10-21,16:00:00,3,1400.25,275,17.6694,1229.75,362,518.75,102,1864,1483,26.475,52.175,1.77691,2004-10-21 16:00:00
2004-10-21,17:00:00,3.2,1443,275,20.9088,1321.5,335,488.25,101,1933.25,1538.5,27.025,51,1.79357,2004-10-21 17:00:00
2004-10-21,18:00:00,4.4,1630.25,275,28.675,1519.5,447,426.75,118,2165.75,1691,25.875,55.8,1.8347,2004-10-21 18:00:00
2004-10-21,19:00:00,6,1719.75,275,34.8418,1660.75,576,381.5,120,2403.25,1846.25,25.075,59.4,1.86319,2004-10-21 19:00:00
2004-10-21,20:00:00,5,1600.25,275,27.5138,1491.5,486,432,107,2160,1664.75,24.7,58.675,1.8001,2004-10-21 20:00:00
2004-10-21,21:00:00,4.3,1524.75,275,24.9171,1427,439,449.5,104,2084.5,1576.5,23.575,62.25,1.78629,2004-10-21 21:00:00
2004-10-21,22:00:00,4.3,1544.25,275,24.1926,1408.5,462,448,91,2048.25,1603.25,22.4,67.075,1.79398,2004-10-21 22:00:00
2004-10-21,23:00:00,4.2,1455,275,22.2335,1357.25,441,466.25,91,1963.5,1529.5,21.6,69.175,1.76304,2004-10-21 23:00:00
2004-10-22,00:00:00,2.2,1202.75,275,13.1822,1089.75,223,592.5,74,1655.25,1204.75,21.325,68.475,1.7164,2004-10-22 00:00:00
2004-10-22,01:00:00,1.3,1038,275,7.88665,894.5,126,714.25,63,1473.75,998.75,21.175,68.625,1.7046,2004-10-22 01:00:00
2004-10-22,02:00:00,1,974.75,275,5.89737,807,116,788,57,1423.25,904.25,20.325,70.625,1.66592,2004-10-22 02:00:00
2004-10-22,03:00:00,0.7,916.75,275,4.05026,713.5,120.5,870.25,52.5,1354.75,843.25,20.825,67.25,1.63533,2004-10-22 03:00:00
2004-10-22,04:00:00,0.8,929.75,275,4.56757,741.25,125,848.75,48,1392,843,19.625,71.325,1.61197,2004-10-22 04:00:00
2004-10-22,05:00:00,0.9,959.5,275,5.82296,803.5,198,801.5,49,1435,885.75,18.675,74.4,1.5861,2004-10-22 05:00:00
2004-10-22,06:00:00,1,982,275,6.48489,834,185,769.667,55,1434.67,910.667,19.8,69.2,1.5808,2004-10-22 06:00:00
2004-10-22,07:00:00,2.8,1359.25,275,19.4769,1281.75,425,540.5,78,1912,1318.75,19.8,69.425,1.58594,2004-10-22 07:00:00
2004-10-22,08:00:00,4.1,1499.5,275,27.9986,1503.25,465,436.75,91,2157.5,1926.5,20.375,66.7,1.57814,2004-10-22 08:00:00
2004-10-22,09:00:00,2.9,1314.75,275,18.7466,1261,341,535,88,1829.75,1554.25,22.25,60.625,1.6069,2004-10-22 09:00:00
2004-10-22,10:00:00,2.7,1307.25,275,18.2866,1247.75,316,524.75,83,1787,1564.75,22.625,59.925,1.62455,2004-10-22 10:00:00
2004-10-22,11:00:00,2.1,1235.25,275,14.2592,1125,241,573.5,81,1704.25,1461.75,24.475,54.55,1.65139,2004-10-22 11:00:00
2004-10-22,12:00:00,2.4,1309.75,275,16.4706,1194,266,537.75,83,1781.25,1486.5,24.4,55.45,1.67119,2004-10-22 12:00:00
2004-10-22,13:00:00,3.8,1458.5,275,22.9135,1375.25,412,467.25,111,2006.75,1689.75,25.95,51.925,1.71482,2004-10-22 13:00:00
2004-10-22,14:00:00,3.7,1460.5,275,22.2616,1358,394,473.5,112,2032.75,1602.5,26.85,49.125,1.71009,2004-10-22 14:00:00
2004-10-22,15:00:00,3.7,1476,275,22.0368,1352,365,473.5,112,1996,1568.25,26.425,49.85,1.69277,2004-10-22 15:00:00
2004-10-22,16:00:00,5.5,1612.25,275,27.699,1496,548,428.5,137,2126.5,1743.25,26.95,48.6,1.70171,2004-10-22 16:00:00
2004-10-22,17:00:00,5.4,1654.25,275,29.8035,1546.25,494,434.5,152,2175.75,2006.5,26.15,48.9,1.63398,2004-10-22 17:00:00
2004-10-22,18:00:00,8.4,1807.75,275,40.0066,1771,686,373,163,2485.75,2235.25,24.3,54.325,1.62759,2004-10-22 18:00:00
2004-10-22,19:00:00,6.8,1680.75,275,35.0808,1666,556,397,135,2339,1997.75,23.35,58.125,1.64567,2004-10-22 19:00:00
2004-10-22,20:00:00,4.5,1494,275,25.5311,1442.5,467,454.25,119,2019.75,1795.25,22.3,62.5,1.66159,2004-10-22 20:00:00
2004-10-22,21:00:00,2.5,1250.5,275,13.7124,1107.25,297,578.75,91,1657,1406.5,21.3,66.15,1.65561,2004-10-22 21:00:00
2004-10-22,22:00:00,1.6,1131.5,275,9.65872,964.75,164,669,74,1502.25,1211,21.175,65.7,1.63194,2004-10-22 22:00:00
2004-10-22,23:00:00,1.7,1157.5,275,9.79065,969.75,196,663.75,73,1509.25,1201.75,20.275,68.075,1.60088,2004-10-22 23:00:00
2004-10-23,00:00:00,1.7,1145.75,275,10.1372,982.75,201,672.75,71,1518,1136.25,20.425,66.7,1.58296,2004-10-23 00:00:00
2004-10-23,01:00:00,1.1,993,275,6.02587,813,132,792.25,57,1412.75,946,19.925,67.525,1.55437,2004-10-23 01:00:00
2004-10-23,02:00:00,1,989,275,6.04741,814,146,799.75,51,1418.25,915.25,19.125,69.95,1.53313,2004-10-23 02:00:00
2004-10-23,03:00:00,0.8,943,275,4.64913,745.5,120,852,46.5,1373.5,863.75,19.35,68.125,1.51391,2004-10-23 03:00:00
2004-10-23,04:00:00,0.75,910,275,4.02758,712.25,94,871.5,42,1341,835.5,19.625,66.925,1.51253,2004-10-23 04:00:00
2004-10-23,05:00:00,0.7,925,275,4.58192,742,127,875.75,43,1381,841.5,18.1,72.1,1.48342,2004-10-23 05:00:00
2004-10-23,06:00:00,1.2,1038.75,275,7.58748,882,217,724.25,52,1473,1002,18.15,72.325,1.49266,2004-10-23 06:00:00
2004-10-23,07:00:00,2.3,1207.75,275,13.6056,1103.75,394,597.75,65,1699.25,1164.5,17.6,74.75,1.49099,2004-10-23 07:00:00
2004-10-23,08:00:00,3,1267.75,275,15.9783,1179,511,545.25,69,1753,1294,18.175,72.8,1.50479,2004-10-23 08:00:00
2004-10-23,09:00:00,3.3,1352.75,275,18.8952,1265.25,523,507.25,91,1832.75,1475,20.175,65.775,1.53739,2004-10-23 09:00:00
2004-10-23,10:00:00,2.8,1317.25,275,15.7265,1171.25,471,542,92,1726.5,1435.5,21.65,61.4,1.56961,2004-10-23 10:00:00
2004-10-23,11:00:00,3,1355.75,275,16.2401,1187,441,533.75,102,1738,1464.5,23.25,57.45,1.61687,2004-10-23 11:00:00
2004-10-23,12:00:00,3.4,1413.5,275,19.3882,1279.25,414,503.5,118,1853.5,1583.25,25,52.375,1.63558,2004-10-23 12:00:00
2004-10-23,13:00:00,3,1325.75,275,16.8773,1206.25,317,533,111,1785.25,1432.25,25.45,50.75,1.62746,2004-10-23 13:00:00
2004-10-23,14:00:00,2.3,1211.25,275,12.5138,1067.25,230,609.25,101,1608,1269.5,26.125,47.125,1.57236,2004-10-23 14:00:00
2004-10-23,15:00:00,3.1,1324,275,15.767,1172.5,365,563.5,119,1748.75,1354.25,26.975,44.175,1.54903,2004-10-23 15:00:00
2004-10-23,16:00:00,3,1323.5,275,16.0273,1180.5,360,564.5,115,1747,1318.25,27.175,42.975,1.52461,2004-10-23 16:00:00
2004-10-23,17:00:00,3.3,1360.5,275,16.2976,1188.75,420,548.75,120,1776,1350.75,25.625,48.275,1.56412,2004-10-23 17:00:00
2004-10-23,18:00:00,4,1475.25,275,21.0003,1324,475,489.75,115,1924.5,1530.25,23.325,57.925,1.63756,2004-10-23 18:00:00
2004-10-23,19:00:00,4.6,1537.25,275,23.1326,1381,526,468.75,118,2015.5,1615,22.15,63.625,1.6763,2004-10-23 19:00:00
2004-10-23,20:00:00,4.1,1412.75,275,17.7035,1230.75,460,519.75,117,1853,1414.75,21.575,67.7,1.72284,2004-10-23 20:00:00
2004-10-23,21:00:00,2.3,1228.5,275,12.1561,1055,255,606.5,96,1667.75,1219.25,21.025,69.3,1.70577,2004-10-23 21:00:00
2004-10-23,22:00:00,2.6,1296.5,275,14.5869,1135.5,283,567,89,1725.25,1306.75,20.3,70.475,1.65985,2004-10-23 22:00:00
2004-10-23,23:00:00,2.6,1302,275,13.1222,1087.75,271,594.25,84,1638.75,1297.25,20.05,69.45,1.61094,2004-10-23 23:00:00
2004-10-24,00:00:00,2.9,1346.75,275,15.5327,1165.25,315,573,97,1740.75,1320.75,19.675,70.1,1.58915,2004-10-24 00:00:00
2004-10-24,01:00:00,2.1,1164.5,275,11.7742,1041.75,227,631.25,68,1620.5,1132.5,19.5,70.675,1.58509,2004-10-24 01:00:00
2004-10-24,02:00:00,2.1,1155.25,275,10.9357,1012,243,632.75,66,1576.5,1124.25,19.45,71.375,1.59589,2004-10-24 02:00:00
2004-10-24,03:00:00,1.5,1049.5,275,8.40652,915.75,192.5,696.25,58.5,1512.25,997,19.3,71.075,1.57462,2004-10-24 03:00:00
2004-10-24,04:00:00,1.45,1035.25,275,6.95819,855,142,731,51,1466.5,952,18.65,73.775,1.57035,2004-10-24 04:00:00
2004-10-24,05:00:00,1.4,1057.25,275,8.62468,924.5,139,683.5,48,1503,972.25,18.025,75.4,1.54413,2004-10-24 05:00:00
2004-10-24,06:00:00,1.2,1029.25,275,7.52824,879.5,182,708.5,47,1450.75,964.75,17.275,78.375,1.53201,2004-10-24 06:00:00
2004-10-24,07:00:00,1.5,1036.75,275,8.05634,901.5,196,704,48,1480.75,984.25,17.5,76.55,1.51743,2004-10-24 07:00:00
2004-10-24,08:00:00,0.9,919.75,275,4.82387,754.5,108,852.75,45,1359.25,879.75,19.975,66.7,1.54008,2004-10-24 08:00:00
2004-10-24,09:00:00,1.4,1079.75,275,7.79038,890.5,175,732,59,1476.75,1001.25,19.15,70,1.53658,2004-10-24 09:00:00
2004-10-24,10:00:00,2.1,1151.75,275,9.69822,966.25,266,660.75,84,1542,1137,21.425,61.65,1.55471,2004-10-24 10:00:00
2004-10-24,11:00:00,1.6,1085,275,8.44996,917.5,179,721.25,72,1466.5,1023,24.575,50.45,1.53635,2004-10-24 11:00:00
2004-10-24,12:00:00,1.5,1070.5,275,7.58155,881.75,154,744.75,68,1430.5,962.25,24.975,49.05,1.52948,2004-10-24 12:00:00
2004-10-24,13:00:00,1.1,1000.25,275,5.9027,807.25,95,811.25,52,1376,825.25,25.325,46.725,1.48739,2004-10-24 13:00:00
2004-10-24,14:00:00,1.4,1057.5,275,7.41623,874.75,151,755.75,70,1420.75,877,24.85,47.875,1.48186,2004-10-24 14:00:00
2004-10-24,15:00:00,2,1184,275,10.1305,982.5,230,666.5,90,1537,1045.5,25.3,47.975,1.52493,2004-10-24 15:00:00
2004-10-24,16:00:00,2,1189,275,9.65215,964.5,239,669.75,87,1533,1059.75,26.45,44.925,1.52776,2004-10-24 16:00:00
2004-10-24,17:00:00,2.5,1277,275,11.8028,1042.75,306,613.75,99,1630.75,1154.5,25,50.05,1.56297,2004-10-24 17:00:00
2004-10-24,18:00:00,4.3,1482.25,275,20.3092,1305,472,503.25,128,1874,1464,22.925,57.55,1.58849,2004-10-24 18:00:00
2004-10-24,19:00:00,5.2,1554.5,275,24.2607,1410.25,532,463.75,127,1970.75,2184.5,21.675,62.95,1.61167,2004-10-24 19:00:00
2004-10-24,20:00:00,3.4,1323.5,275,15.6214,1168,375,568.25,99,1715.5,1958.5,21.75,62.95,1.61899,2004-10-24 20:00:00
2004-10-24,21:00:00,1.3,1015,275,7.28937,869.333,147,747,72,1439,1375,21.1667,63.4333,1.57484,2004-10-24 21:00:00
2004-10-24,22:00:00,1.2,1009.5,275,7.07873,860.25,118,768,62,1449.75,1211.5,20.15,65.775,1.53504,2004-10-24 22:00:00
2004-10-24,23:00:00,1.7,1080.75,275,8.96593,938,181,697,62,1517.25,1273,18.45,71.525,1.50378,2004-10-24 23:00:00
2004-10-25,00:00:00,1.7,1071,275,8.90231,935.5,209,695.25,63,1515.75,1249.25,17.95,72.4,1.47582,2004-10-25 00:00:00
