Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime,AQI,AQI_CO,AQI_C6H6,AQI_NOx,AQI_NO2,AQI_等级
2004-10-07,23:00:00,1.7,1161.5,275,10.8319,1008.25,183,658,60,1555.5,1159.75,20.85,61.275,1.4923,2004-10-07 23:00:00,71.4201,49.0828,62.6036,71.4201,17.4162,中度污染(60-80)
2004-10-08,00:00:00,1.7,1147,275,9.639,964,165,668,60,1516.75,1115.75,20.55,62,1.48266,2004-10-08 00:00:00,66.3084,49.083,56.5175,66.3084,17.4226,中度污染(60-80)
2004-10-08,01:00:00,1.2,1039.75,275,6.53492,836.25,111,762.25,53,1422.75,974.25,20.3,62.5,1.47202,2004-10-08 01:00:00,47.2792,31.4274,36.5043,47.2792,12.1057,轻度污染(40-60)
2004-10-08,02:00:00,0.7,919.5,275,3.58982,687.5,67,920.25,47,1317,820.25,20.475,62.05,1.47709,2004-10-08 02:00:00,23.8321,13.5916,16.2429,23.8321,8.75222,良(20-40)
2004-10-08,03:00:00,0.7,931.25,275,3.28504,669.5,77.5,931.25,45,1325.75,791.5,18.65,68.525,1.4586,2004-10-08 03:00:00,29.6117,13.5987,13.8155,29.6117,7.65668,良(20-40)
2004-10-08,04:00:00,0.8,954.25,275,4.3781,731.25,88,864.5,43,1360,838.5,18.15,70.25,1.44984,2004-10-08 04:00:00,35.064,18,22.0296,35.064,6.77833,良(20-40)
2004-10-08,05:00:00,0.9,980.75,275,5.53453,789.75,147,817.25,47,1390,898.25,18.25,70.075,1.4552,2004-10-08 05:00:00,61.4657,22.173,29.669,61.4657,8.7963,中度污染(60-80)
2004-10-08,06:00:00,1.7,1147,275,10.8457,1008.75,279,653,50,1588.5,1095.5,18.225,70.025,1.45191,2004-10-08 06:00:00,87.1085,49.1333,62.6847,87.1085,10.3506,重度污染(80-100)
2004-10-08,07:00:00,5.7,1605.75,275,31.1669,1578,665,440,81,2205,1785.75,19.375,66.5,1.48006,2004-10-08 07:00:00,99.6948,99.0941,98.523,99.6948,39.2576,重度污染(80-100)
2004-10-08,08:00:00,4.3,1490,275,24.799,1424,592,464.75,75,2032.75,1604,19.5,66.875,1.49987,2004-10-08 08:00:00,99.3896,93.985,95.3239,99.3896,32.8903,重度污染(80-100)
2004-10-08,09:00:00,3.9,1473,275,24.2023,1408.75,557,482.75,87,1983.75,1637.25,21.05,61.075,1.5056,2004-10-08 09:00:00,99.252,91.063,94.9705,99.252,45.1575,重度污染(80-100)
2004-10-08,10:00:00,5.1,1581.5,275,29.4852,1538.75,693,434.5,128,2141,1826.5,23.2,54.7,1.53488,2004-10-08 10:00:00,99.7933,97.6579,97.9138,99.7933,82.9463,重度污染(80-100)
2004-10-08,11:00:00,3.7,1467.5,275,20.9637,1323,530,496.25,105,1913.25,1641.25,24.375,52.525,1.58068,2004-10-08 11:00:00,98.8587,89.3743,91.2239,98.8587,62.9673,重度污染(80-100)
2004-10-08,12:00:00,3.3,1412.5,275,19.5834,1284.75,412,518.25,101,1883,1505,26.4,45.8,1.55297,2004-10-08 12:00:00,96.0063,84.9203,89.0419,96.0063,59.2957,重度污染(80-100)
2004-10-08,13:00:00,3.6,1399.75,275,21.2482,1330.75,366,520.25,100,1915.75,1464.5,27.7,39.25,1.4356,2004-10-08 13:00:00,94.0205,88.4441,91.7093,94.0205,58.4579,重度污染(80-100)
2004-10-08,14:00:00,3.2,1361.25,275,17.9597,1238.25,344,547.5,98,1804.5,1367.75,28,39.6,1.47381,2004-10-08 14:00:00,92.7237,83.7463,86.1554,92.7237,56.6568,重度污染(80-100)
2004-10-08,15:00:00,3.5,1388.75,275,20.5173,1310.75,339,525.25,98,1845,1748,28.675,38.4,1.48598,2004-10-08 15:00:00,92.2926,87.3673,90.641,92.2926,56.6555,重度污染(80-100)
2004-10-08,16:00:00,2.4,1304.75,275,15.5891,1167,297,586,98,1690.25,1301.25,28.55,39.425,1.51469,2004-10-08 16:00:00,88.7065,69.3533,81.0891,88.7065,56.6542,重度污染(80-100)
2004-10-08,17:00:00,2.9,1353.75,275,19.238,1275,294,542.75,90,1799,1338.25,28.425,39.825,1.51906,2004-10-08 17:00:00,88.4041,78.7932,88.2665,88.4041,48.1329,重度污染(80-100)
2004-10-08,18:00:00,2.3,1352.25,275,19.9762,1295.75,211,533.75,84,1845.5,1336.5,26.4,45.925,1.55721,2004-10-08 18:00:00,89.7524,67.1939,89.7524,76.8815,42.4052,重度污染(80-100)
2004-10-08,19:00:00,3.1,1472.25,275,21.1103,1327,323,497,101,1894.75,1516.25,25.225,49.5,1.56647,2004-10-08 19:00:00,91.5029,82.1316,91.5029,91.1395,59.3418,重度污染(80-100)
2004-10-08,20:00:00,2.9,1411.5,275,18.5725,1256,333,525.25,98,1796.5,1434.5,24.95,50.925,1.58561,2004-10-08 20:00:00,91.8876,78.7763,87.1636,91.8876,56.6588,重度污染(80-100)
2004-10-08,21:00:00,1.5,1221,275,12.3234,1060.75,163,619.25,76,1614.75,1178.25,24.625,52.225,1.59512,2004-10-08 21:00:00,69.1575,41.5357,69.1575,65.6618,33.8668,中度污染(60-80)
2004-10-08,22:00:00,1.5,1230.25,275,10.3327,990,151,652.25,71,1558.5,1111.25,24.025,54.45,1.6049,2004-10-08 22:00:00,62.4681,41.5374,60.1021,62.4681,28.3821,中度污染(60-80)
2004-10-08,23:00:00,1.7,1247,275,9.55373,960.75,167,665.5,71,1569,1111.75,23.775,56.125,1.62984,2004-10-08 23:00:00,66.8335,49.0185,55.8304,66.8335,28.3863,中度污染(60-80)
2004-10-09,00:00:00,1.6,1217,275,9.91668,974.5,174,664.75,66,1565,1109.25,22.275,60.575,1.60799,2004-10-09 00:00:00,68.7635,45.2306,57.8803,68.7635,22.7282,中度污染(60-80)
2004-10-09,01:00:00,1.3,1157.5,275,8.5746,922.5,142,673.25,62,1519.25,1071.75,21.9,61.525,1.59673,2004-10-09 01:00:00,59.4976,34.6154,49.7449,59.4976,19.2013,轻度污染(40-60)
2004-10-09,02:00:00,1.4,1149.67,275,7.3283,871,155,696.667,58,1502,1029.67,21.1,64.4667,1.59404,2004-10-09 02:00:00,63.4687,38.0027,41.75,63.4687,15.6759,中度污染(60-80)
2004-10-09,03:00:00,0.9,1061.25,275,5.4415,785.25,125.5,766,53,1447,934.5,21,64.4,1.58276,2004-10-09 03:00:00,53.2758,22.0871,28.8937,53.2758,12.1518,轻度污染(40-60)
2004-10-09,04:00:00,0.9,1062,275,5.13123,770,96,779.75,48,1449.75,921.5,21.25,63.925,1.59509,2004-10-09 04:00:00,39.5372,22.0926,26.7013,39.5372,9.21749,良(20-40)
2004-10-09,05:00:00,1.3,1156.75,275,7.77239,889.75,154,680.75,53,1548.5,1054.25,20.8,66.725,1.6201,2004-10-09 05:00:00,63.2647,34.6373,44.598,63.2647,12.1765,中度污染(60-80)
2004-10-09,06:00:00,1.3,1166.5,275,8.18461,906.75,211,681.25,55,1548,1081.75,20.625,67.475,1.62097,2004-10-09 06:00:00,76.8869,34.6403,47.2946,76.8869,13.6444,中度污染(60-80)
2004-10-09,07:00:00,2.9,1402.75,275,17.6439,1229,381,523,63,1871.75,1365,20.875,66.275,1.61653,2004-10-09 07:00:00,94.6786,78.8122,85.4861,94.6786,20.002,重度污染(80-100)
2004-10-09,08:00:00,3.2,1453,275,20.066,1298.25,470,489.25,69,1939.75,1496.5,21.55,63.7,1.6186,2004-10-09 08:00:00,97.619,83.7743,89.8883,97.619,26.1121,重度污染(80-100)
2004-10-09,09:00:00,3.4,1454.75,275,18.6943,1259.5,464,501.5,84,1868,1539.75,23.75,56,1.62379,2004-10-09 09:00:00,97.453,86.1775,87.3726,97.453,42.5255,重度污染(80-100)
2004-10-09,10:00:00,3.6,1512,275,19.4857,1282,450,498.25,95,1899.25,1553.75,26.025,48.175,1.598,2004-10-09 10:00:00,97.1107,88.4819,88.8541,97.1107,53.4182,重度污染(80-100)
2004-10-09,11:00:00,2.3,1331.25,275,12.9503,1082,274,588,80,1689,1251.75,28.525,42.45,1.62856,2004-10-09 11:00:00,86.1633,67.1759,71.6706,86.1633,38.1806,重度污染(80-100)
2004-10-09,12:00:00,3.1,1472.25,275,18.2262,1246,306,511.5,87,1873.25,1454.75,28.1,45.3,1.69574,2004-10-09 12:00:00,89.4654,82.1226,86.4598,89.4654,45.2222,重度污染(80-100)
2004-10-09,13:00:00,3.3,1430.25,275,16.2401,1187,308,538.75,94,1811.5,1339.25,29,43.9,1.73091,2004-10-09 13:00:00,89.7024,84.906,82.6938,89.7024,52.3688,重度污染(80-100)
2004-10-09,14:00:00,1.9,1264,275,11.0469,1016,186,624,76,1650,1061.5,28.925,44.3,1.73916,2004-10-09 14:00:00,72.0004,56.1754,63.6915,72.0004,33.9793,中度污染(60-80)
2004-10-09,15:00:00,2.6,1377.5,275,15.8969,1176.5,238,548.25,92,1774.75,1266,29.575,42.325,1.72482,2004-10-09 15:00:00,81.9472,73.3659,81.9472,81.8102,50.3033,重度污染(80-100)
2004-10-09,16:00:00,2.7,1376.5,275,14.1816,1122.5,249,578,94,1716.25,1223,29.4,42.9,1.7308,2004-10-09 16:00:00,83.2029,75.269,76.3745,83.2029,52.387,重度污染(80-100)
2004-10-09,17:00:00,3.7,1526.75,275,19.8777,1293,378,501.5,110,1907,1469,28.7,45.075,1.7468,2004-10-09 17:00:00,94.5325,89.4268,89.4953,94.5325,67.7915,重度污染(80-100)
2004-10-09,18:00:00,3.8,1572.5,275,21.6827,1342.5,386,469.75,109,1990.25,1553.25,26.95,51.2,1.79275,2004-10-09 18:00:00,94.8954,90.2797,92.568,94.8954,66.8394,重度污染(80-100)
2004-10-09,19:00:00,4.8,1673.5,275,25.7205,1447.25,461,447.75,122,2064.75,1688.75,26.5,52.675,1.79656,2004-10-09 19:00:00,97.3993,96.6269,95.9132,97.3993,78.8913,重度污染(80-100)
2004-10-09,20:00:00,3.5,1455,275,17.2546,1217.5,394,535,107,1796.25,1387.25,26.2,51.725,1.73345,2004-10-09 20:00:00,95.2395,87.3509,84.741,95.2395,64.9658,重度污染(80-100)
2004-10-09,21:00:00,2.2,1241.5,275,11.2146,1022,266,629.75,83,1640.75,1138.5,24.825,56.45,1.74469,2004-10-09 21:00:00,85.1544,64.6794,64.5231,85.1544,41.4875,重度污染(80-100)
2004-10-09,22:00:00,1.5,1181,275,8.88961,935,158,701.25,62,1564.75,960.25,24.875,56.025,1.73668,2004-10-09 22:00:00,64.0512,41.4696,51.71,64.0512,19.23,中度污染(60-80)
2004-10-09,23:00:00,3.4,1467.75,275,15.2039,1155,319,565,89,1737.5,1292.75,24.5,57.5,1.74328,2004-10-09 23:00:00,90.6311,86.1079,79.8359,90.6311,47.1766,重度污染(80-100)
2004-10-10,00:00:00,3.7,1520.25,275,17.2293,1216.75,409,551.5,103,1812.25,1356.75,24.675,56.925,1.74383,2004-10-10 00:00:00,95.8683,89.3925,84.6747,95.8683,61.3694,重度污染(80-100)
2004-10-10,01:00:00,2,1202.75,275,11.8889,1045.75,223,621.25,74,1664,1102.75,23.9,59.225,1.73271,2004-10-10 01:00:00,78.9258,59.5508,67.1094,78.9258,31.7773,中度污染(60-80)
2004-10-10,02:00:00,1.4,1095.5,275,8.0868,902.75,107,731.75,52,1560,856.5,23.8,60.225,1.75151,2004-10-10 02:00:00,46.5632,37.9125,46.5632,44.9717,11.404,轻度污染(40-60)
2004-10-10,03:00:00,1.1,990.75,275,4.90242,758.5,78.5,844.5,45,1439.5,657.5,23.525,61.3,1.75379,2004-10-10 03:00:00,29.7735,28.1531,25.1074,29.7735,7.61421,良(20-40)
2004-10-10,04:00:00,0.9,940.75,275,3.55969,685.75,50,941.75,38,1405.75,548.5,22.775,64,1.75071,2004-10-10 04:00:00,21.9988,21.9988,15.8013,14.513,4.98731,良(20-40)
2004-10-10,05:00:00,0.7,952.25,275,3.71145,694.5,56,910.25,39,1428.5,626.5,22.225,65.575,1.73549,2004-10-10 05:00:00,17.4961,13.4758,17.0375,17.4961,5.27908,优(0-20)
2004-10-10,06:00:00,1.2,1081.5,275,6.29189,825.25,163,752.75,59,1526,930,21.275,69.125,1.72745,2004-10-10 06:00:00,65.4634,31.2878,34.3805,65.4634,16.5756,中度污染(60-80)
2004-10-10,07:00:00,1.3,1094.75,275,7.67075,885.5,187,705,56,1573.5,1000.5,21.35,68.225,1.71272,2004-10-10 07:00:00,72.103,34.5591,43.8158,72.103,14.2801,中度污染(60-80)
2004-10-10,08:00:00,1.1,1048.75,275,6.31382,826.25,150,764.75,51,1521,916.75,22.225,65.2,1.72557,2004-10-10 08:00:00,62.0051,28.1744,34.5621,62.0051,10.8543,中度污染(60-80)
2004-10-10,09:00:00,1,1054.75,275,5.63347,794.5,103,806.5,51,1493.5,833.5,24.075,59.025,1.74493,2004-10-10 09:00:00,43.0675,25.1073,30.2165,43.0675,10.8619,轻度污染(40-60)
2004-10-10,10:00:00,1.2,1074,275,5.06112,766.5,143,814.25,58,1488.75,795.5,24.325,61.55,1.84679,2004-10-10 10:00:00,59.534,31.3121,26.0577,59.534,15.8023,轻度污染(40-60)
2004-10-10,11:00:00,1.9,1229.25,275,9.04253,941,220,680.25,68,1652.75,1040,24.775,59.55,1.83507,2004-10-10 11:00:00,78.4308,56.1501,52.8265,78.4308,24.8733,中度污染(60-80)
2004-10-10,12:00:00,2.3,1228,275,9.33225,952.25,301,668.25,81,1622.25,1109.5,24.525,58.75,1.78381,2004-10-10 12:00:00,88.9105,67.1312,54.5703,88.9105,39.388,重度污染(80-100)
2004-10-10,13:00:00,1.6,1107.25,275,5.9027,807.25,214,767.75,73,1545.5,835.5,21,76.825,1.88813,2004-10-10 13:00:00,77.2116,45.226,31.9564,77.2116,30.719,中度污染(60-80)
2004-10-10,14:00:00,1.3,1030.75,275,4.38279,731.5,162,872,69,1476.25,704.25,19.85,78.025,1.78785,2004-10-10 14:00:00,65.1568,34.5802,21.8586,65.1568,26.1835,中度污染(60-80)
2004-10-10,15:00:00,1.8,1154.75,275,5.83887,804.25,232,815.25,81,1510,773.25,19.375,80.5,1.79166,2004-10-10 15:00:00,80.8337,52.6101,31.6323,80.8337,39.4137,重度污染(80-100)
2004-10-10,16:00:00,1.7,1130.75,275,6.63547,840.75,254,783.75,82,1531,810.5,19.625,79.1,1.78769,2004-10-10 16:00:00,83.8948,49.0068,37.0107,83.8948,40.5258,重度污染(80-100)
2004-10-10,17:00:00,1.8,1143,275,7.77239,889.75,224,744.25,71,1578,848.25,20.75,73.1,1.7695,2004-10-10 17:00:00,79.1569,52.6188,44.5288,79.1569,28.5728,中度污染(60-80)
2004-10-10,18:00:00,2,1145.25,275,8.38174,914.75,247,732.5,81,1585.5,891.5,21.15,68.6,1.70139,2004-10-10 18:00:00,82.7915,59.6554,48.6276,82.7915,39.4199,重度污染(80-100)
2004-10-10,19:00:00,2.2,1168.5,275,8.2583,909.75,334,725.5,87,1562.75,992.25,21.125,68.3,1.69139,2004-10-10 19:00:00,91.8743,64.7626,47.6742,91.8743,45.3678,重度污染(80-100)
2004-10-10,20:00:00,1.6,1104.75,275,8.14787,905.25,239,733.75,72,1575.75,950.25,21.2,67.725,1.68479,2004-10-10 20:00:00,81.7863,45.1936,46.9157,81.7863,29.6945,重度污染(80-100)
2004-10-10,21:00:00,1.3,1049.25,275,6.10138,816.5,168,806,63,1517.25,881.75,20.85,68.65,1.67191,2004-10-10 21:00:00,66.8774,34.5428,33.3949,66.8774,20.0584,中度污染(60-80)
2004-10-10,22:00:00,1.5,1068.5,275,6.7085,844,185,767,63,1527,882.5,20.85,68.1,1.65852,2004-10-10 22:00:00,71.4841,41.4997,37.4149,71.4841,20.0642,中度污染(60-80)
2004-10-10,23:00:00,1.5,1073.25,275,6.57953,838.25,178,768.25,63,1548.5,892,20.7,68.4,1.65071,2004-10-10 23:00:00,69.5546,41.5014,36.6005,69.5546,20.07,中度污染(60-80)
2004-10-11,00:00:00,1.3,1038.75,275,6.10679,816.75,132,799,55,1501.5,836.25,20.075,70.525,1.63838,2004-10-11 00:00:00,55.7748,34.5324,33.4046,55.7748,13.6593,轻度污染(40-60)
2004-10-11,01:00:00,1.4,1020.75,275,5.98291,811,135,793.5,52,1501.75,836.75,20.2,67.925,1.59006,2004-10-11 01:00:00,56.9596,37.9666,32.5136,56.9596,11.46,轻度污染(40-60)
2004-10-11,02:00:00,0.5,825,275,1.39288,535.5,39,1202.75,32,1302.25,497.5,19.375,70.375,1.56631,2004-10-11 02:00:00,9.01846,6.63751,1.74927,9.01846,2.66278,优(0-20)
2004-10-11,03:00:00,0.4,827.5,275,1.66234,558,36,1166.25,30.5,1303.5,494,18.825,73.825,1.58846,2004-10-11 03:00:00,7.67586,3.95453,2.58453,7.67586,2.43879,优(0-20)
2004-10-11,04:00:00,0.4,846.75,275,1.89236,576,33,1138.75,29,1321.25,507,17.9,77.725,1.57946,2004-10-11 04:00:00,6.42122,3.96347,3.69147,6.42122,2.04002,优(0-20)
2004-10-11,05:00:00,0.6,903.25,275,3.44022,678.75,90,956.25,44,1384.5,659.75,18.225,76.9,1.59446,2004-10-11 05:00:00,36.0917,9.87762,14.9184,36.0917,7.25524,良(20-40)
2004-10-11,06:00:00,1.1,1041.25,275,7.19435,865.25,164,757.25,53,1486.25,902.25,18.625,74.9,1.59184,2004-10-11 06:00:00,65.6244,28.1608,40.8623,65.6244,12.2839,中度污染(60-80)
2004-10-11,07:00:00,2.9,1313.75,275,18.9653,1267.25,336,558.5,62,1888.25,1240,19.55,70.325,1.58209,2004-10-11 07:00:00,92.0194,78.7864,87.8058,92.0194,19.4272,重度污染(80-100)
2004-10-11,08:00:00,3.5,1325.75,275,24.4754,1415.75,366,498.5,68,1971,1394.5,20.175,66.6,1.55667,2004-10-11 08:00:00,95.0883,87.4102,95.0883,93.9138,24.9951,重度污染(80-100)
2004-10-11,09:00:00,4.6,1463.75,275,25.5908,1444,565,474.75,85,2049,1624.75,19.7,68.875,1.56377,2004-10-11 09:00:00,99.243,95.7589,95.8463,99.243,43.6918,重度污染(80-100)
2004-10-11,10:00:00,3.4,1313,275,17.0865,1212.5,536,564.25,88,1789,1359,19.225,73.425,1.61921,2004-10-11 10:00:00,99.0006,86.1343,84.4168,99.0006,46.4778,重度污染(80-100)
2004-10-11,11:00:00,2.3,1201.75,275,12.2505,1058.25,416,646.5,82,1623,1152.25,19.975,69.6,1.60704,2004-10-11 11:00:00,96.0807,67.1905,68.7233,96.0807,40.6771,重度污染(80-100)
2004-10-11,12:00:00,2.7,1225,275,15.2119,1155.25,379,607,91,1737.5,1159.25,21.075,63.975,1.57949,2004-10-11 12:00:00,94.4617,75.2764,79.8933,94.4617,49.5926,重度污染(80-100)
2004-10-11,13:00:00,3.1,1257,275,18.3038,1248.25,368,557,87,1837,1179.25,20.25,67.425,1.58318,2004-10-11 13:00:00,93.9682,82.0888,86.6563,93.9682,45.5101,重度污染(80-100)
2004-10-11,14:00:00,3.2,1271.25,275,17.2293,1216.75,444,566.25,90,1810.25,1227,20.15,68.875,1.60739,2004-10-11 14:00:00,96.9362,83.7018,84.7004,96.9362,48.5844,重度污染(80-100)
2004-10-11,15:00:00,2.5,1178.75,275,14.1042,1120,352,633.75,97,1667,1119,21.9,57.575,1.49422,2004-10-11 15:00:00,93.0496,71.3358,75.9984,93.0496,56.1361,重度污染(80-100)
2004-10-11,16:00:00,3.4,1277.75,275,18.2779,1247.5,375,573.5,99,1813.5,1242.5,23.25,52.025,1.46419,2004-10-11 16:00:00,94.2043,86.1407,86.6059,94.2043,58.0442,重度污染(80-100)
2004-10-11,17:00:00,4.8,1434.67,275,25.0091,1429.33,479,499.333,109,2072.33,1449.33,21.6667,59.0667,1.51149,2004-10-11 17:00:00,97.8101,96.6473,95.5233,97.8101,67.1124,重度污染(80-100)
2004-10-11,18:00:00,4.5,1326.25,275,22.1678,1355.5,448,524.75,95,1965.75,1404.5,20.775,61.45,1.48976,2004-10-11 18:00:00,96.987,95.1463,93.2668,96.987,53.759,重度污染(80-100)
2004-10-11,19:00:00,4,1323.5,275,21.4049,1335,388,536.5,80,1919.5,1444,19.85,64.2,1.47107,2004-10-11 19:00:00,94.8663,91.9411,91.9605,94.8663,38.3379,重度污染(80-100)
2004-10-11,20:00:00,3.2,1205.75,275,16.1827,1185.25,376,592.25,76,1751.25,1386.25,19.675,65.15,1.47693,2004-10-11 20:00:00,94.2282,83.6335,82.423,94.2282,34.1759,重度污染(80-100)
2004-10-11,21:00:00,1.9,1052.25,275,10.2584,987.25,224,700.25,62,1556.25,1101.5,20.025,63.35,1.46721,2004-10-11 21:00:00,78.9311,56.0999,59.6824,78.9311,19.3842,中度污染(60-80)
2004-10-11,22:00:00,1.9,1057,275,8.86423,934,206,742.75,57,1524.75,1041,19.05,66.075,1.44153,2004-10-11 22:00:00,75.4114,56.0987,51.6263,75.4114,15.0339,中度污染(60-80)
2004-10-11,23:00:00,1.3,951.5,275,6.46825,833.25,143,845.75,57,1380.5,880.5,18.75,60.85,1.30325,2004-10-11 23:00:00,59.2334,34.4851,35.8304,59.2334,15.0407,轻度污染(40-60)
2004-10-12,00:00:00,1.1,910.5,275,5.11617,769.25,113,918.5,54,1340,791,18.9,60.65,1.31102,2004-10-12 00:00:00,47.5808,28.0724,26.437,47.5808,12.9959,轻度污染(40-60)
2004-10-12,01:00:00,1,897.5,275,4.57235,741.5,93,914.5,50,1345,795.5,18.125,65.175,1.34302,2004-10-12 01:00:00,37.6741,25,22.9005,37.6741,10.3328,良(20-40)
2004-10-12,02:00:00,0.5,809,275,2.11428,592.5,58,1133.75,44,1277,647,18.275,65.05,1.35294,2004-10-12 02:00:00,18.6013,6.65506,4.81718,18.6013,7.23544,优(0-20)
2004-10-12,03:00:00,0.6,823.25,275,2.44461,615.75,57,1071.5,39,1299.5,715.5,18.325,66.875,1.3952,2004-10-12 03:00:00,17.9981,9.8646,7.00193,17.9981,5.29981,优(0-20)
2004-10-12,04:00:00,0.5,813.75,275,3.22299,665.75,56,1029,34,1311,718.5,17.85,67.5,1.36743,2004-10-12 04:00:00,17.4048,6.66215,13.305,17.4048,3.29723,优(0-20)
2004-10-12,05:00:00,0.8,857.25,275,3.9016,705.25,105,982,44,1312,732.5,16.95,66.675,1.27717,2004-10-12 05:00:00,43.8708,17.8268,18.4648,43.8708,7.27958,轻度污染(40-60)
2004-10-12,06:00:00,1.2,935,275,5.96148,810,243,880.75,74,1356,834.75,17.85,60.6,1.22765,2004-10-12 06:00:00,82.1187,31.2681,32.3797,82.1187,32.138,重度污染(80-100)
2004-10-12,07:00:00,2.7,1159.25,275,13.8041,1110.25,492,671,101,1649.75,1093.75,17.625,60.825,1.21512,2004-10-12 07:00:00,98.0866,75.2223,74.9807,98.0866,59.8763,重度污染(80-100)
2004-10-12,08:00:00,3,1101.75,275,14.752,1140.75,435,648,103,1593.75,1113.5,17.9,57.825,1.17507,2004-10-12 08:00:00,96.657,80.2802,78.3575,96.657,61.7585,重度污染(80-100)
2004-10-12,09:00:00,2.94,978.5,275,8.42512,916.5,429.04,795,102,1398.25,902.75,18.15,56.425,1.16451,2004-10-12 09:00:00,96.4451,79.5209,48.8215,96.4451,60.8868,重度污染(80-100)
2004-10-12,10:00:00,2.88,997.75,275,9.02975,940.5,423.08,784.5,101,1442,913.75,18.15,55.95,1.15471,2004-10-12 10:00:00,96.2333,77.9409,52.8395,96.2333,59.8513,重度污染(80-100)
2004-10-12,11:00:00,2.82,962,275,8.28909,911,417.12,793.25,100,1379.75,871.5,19.7,49.1,1.11479,2004-10-12 11:00:00,96.0023,77.6941,47.9722,96.0023,58.99,重度污染(80-100)
2004-10-12,12:00:00,2.76,984.5,275,9.46227,957.25,411.16,772.5,99,1426,859.75,20.8,45.825,1.11264,2004-10-12 12:00:00,95.7714,76.0378,55.3775,95.7714,58.0807,重度污染(80-100)
2004-10-12,13:00:00,2.7,1043.25,275,12.0909,1052.75,405.2,707.25,98,1514.25,959,20.55,46,1.10004,2004-10-12 13:00:00,95.5405,75.1448,67.9826,95.5405,57.1429,重度污染(80-100)
2004-10-12,14:00:00,2.64,928.75,275,7.4221,875,399.24,826.25,97,1364.75,813.5,18.9,50.55,1.0927,2004-10-12 14:00:00,95.2905,74.2135,42.2505,95.2905,56.1475,重度污染(80-100)
2004-10-12,15:00:00,2.58,946.25,275,7.96524,897.75,393.28,815.5,96,1376.75,827.25,18.425,51.6,1.08319,2004-10-12 15:00:00,94.9633,72.3273,45.7738,94.9633,54.9981,重度污染(80-100)
2004-10-12,16:00:00,2.52,955,275,7.86856,893.75,387.32,818,95,1366.25,804.25,17.925,52.625,1.07106,2004-10-12 16:00:00,94.6556,72.0529,45.1765,94.6556,53.7719,重度污染(80-100)
2004-10-12,17:00:00,2.46,1003.5,275,10.9357,1012,381.36,730.25,94,1459.75,905.75,17.15,54.15,1.05027,2004-10-12 17:00:00,94.3094,70.2353,62.9919,94.3094,52.6813,重度污染(80-100)
2004-10-12,18:00:00,2.4,1037,275,12.0836,1052.5,375.4,708,93,1479.5,957.5,16.475,56.225,1.0455,2004-10-12 18:00:00,93.9634,69.1321,67.9653,93.9634,51.6779,重度污染(80-100)
2004-10-12,19:00:00,2.34,1066.25,275,14.7283,1140,369.44,670,92,1577,1031.5,16.7,54.15,1.02119,2004-10-12 19:00:00,93.7138,68.0679,78.3648,93.7138,50.5978,重度污染(80-100)
2004-10-12,20:00:00,2.28,890,275,6.0205,812.75,363.48,897.75,91,1273.5,771.5,15.375,57.675,1.00083,2004-10-12 20:00:00,93.3488,65.9341,32.7068,93.3488,49.5662,重度污染(80-100)
2004-10-12,21:00:00,2.22,843,275,4.33594,729,357.52,990.25,90,1219,618,15.475,57.1,0.997118,2004-10-12 21:00:00,92.9645,65.6901,21.5305,92.9645,48.5351,重度污染(80-100)
2004-10-12,22:00:00,2.16,834.25,275,4.10034,716.25,351.56,996.5,89,1204.5,613.5,15.625,55.875,0.984991,2004-10-12 22:00:00,92.6768,63.2877,20.0809,92.6768,47.4658,重度污染(80-100)
2004-10-12,23:00:00,2.1,809.25,275,3.10448,658.5,345.6,1073.5,88,1161.25,550.25,14.8,58.425,0.977655,2004-10-12 23:00:00,92.2351,62.0135,12.3988,92.2351,46.4258,重度污染(80-100)
2004-10-13,00:00:00,2.04,785.5,275,2.22212,600.25,339.64,1163.75,87,1131.5,510.75,14.75,57.925,0.966223,2004-10-13 00:00:00,91.7742,60.759,5.47101,91.7742,45.444,重度污染(80-100)
2004-10-13,01:00:00,1.98,747.25,275,1.47749,542.75,333.68,1275.5,86,1099.5,468.5,14.6,57.6,0.95171,2004-10-13 01:00:00,91.2943,58.0412,1.98382,91.2943,44.53,重度污染(80-100)
2004-10-13,02:00:00,1.92,722.75,275,0.859263,484.5,327.72,1419.25,85,1064.75,425.25,14.575,57.15,0.942778,2004-10-13 02:00:00,90.776,57.5101,0.481417,90.776,43.6068,重度污染(80-100)
2004-10-13,03:00:00,1.86,704,275,0.516082,444,321.76,1557.5,84,1049.5,394.25,14.425,57.625,0.941607,2004-10-13 03:00:00,90.335,54.149,0.057759,90.335,42.7224,重度污染(80-100)
2004-10-13,04:00:00,1.8,708.5,275,0.550515,448.5,315.8,1590,83,1055,391.5,14.475,57.425,0.941322,2004-10-13 04:00:00,89.7401,52.3965,0.115496,89.7401,41.7324,重度污染(80-100)
2004-10-13,05:00:00,1.74,725.5,275,0.693311,466,309.84,1485,82,1066.25,408.25,14.35,58.425,0.950142,2004-10-13 05:00:00,89.2417,50.6543,0.288684,89.2417,40.5889,重度污染(80-100)
